label,hu-HU,de-CH,nl-BE,es,en,fr,zh,ru,th,tr,id,pt-BR,hr-HR,de
sales_delete_successful,Sikeresen törölte az eladást,Löschung erfolgreich,De geselecteerde aanko(o)p(en) werden verwijderd,Has borrado satisfactoriamente una venta,You have successfully deleted a sale,Suppréssion réussie,您已成功刪除銷售資料,Вы успешно удален продаже,คุณลบการขายสำเร็จ,Satışı sildiniz,Transaksi Penjualan berhasil dihapus,Apagado com sucesso,Uspješno ste obrisali prodaju,Löschung erfolgreich
sales_delete_unsuccessful,Sikertelenül törölte az eladást,Löschung nicht erfolgreich,De geselecteerde aankopen konden niet worden verwijderd.,No he podido borrar la venta satisfactoriamente,You have unsuccessfully deleted a sale,Échec de suppression,銷售資料刪除失敗,Вы безуспешно удален продаже,คุณลบการขายไม่สำเร็จ,Satışı silemediniz,Transaksi Penjualan tidak berhasil dihapus,Foi excluído com sucesso uma venda,Neuspješno brisanje prodaje,Löschung nicht erfolgreich
sales_description_abbrv,Megnevezés,Bez.,Omschr.,Desc,Desc,Desc,倒序,описание,Desc,Tanım,Deskripsi,Desc.,Opis,Bez.
sales_discount,Kedv. %,%,%,% Descuento,Disc %,% Remise,折扣 %,скидка %,ส่วนลด %,İndirim %,Diskon %,Desc. %,Popust %,%
sales_discount_included,% kedvezmény,Rabatt %,% Korting,% Descuento,% Discount,% Discount,% Discount,% Discount,% Discount,% Discount,% Discount,% Desconto,Popust %,Rabatt %
sales_discount,Kedv.,Rabatt,Korting,Descuento,Discount,Discount,Discount,Discount,ส่วนลด,Discount,Discount,Desc.,Popust,Rabatt
sales_discount_short,%,%,%,%,%,%,%,%,,%,%,%,%,%
sales_edit,Szerkeszt,Ändern,Bewerk,Editar,Edit,Éditer,編輯,редактировать,แก้ไข,Düzenle,Ubah,Editar,Uredi,Ändern
sales_edit_item,Módosít,Ändere Art.,Bewaar,Editar Artículo,Edit Item,Éditer Item,編輯產品,Редактировать Товар,แก้ไขสินค้า,Düzenle,Ubah Item,Atualizar,Uredi artikal,Ändere Art.
sales_edit_sale,Eladás szerkesztése,Auftrag ändern,Bewerk Ticket,Editar Venta,Edit Sale,Éditer Vente,編輯銷售資料,Редактировать продажи,แก้ไขการขาย,Satışı Düzenle,Ubah Penjualan,Editar Venda,Uredi prodaju,Auftrag ändern
sales_email_receipt,E-mail nyugta,Quittung per Email,Email Ticket,Enviar Ticket,Email Receipt,Recu par Email,Email 銷售單,послать квитанция по Email,อีเมลบิล,E-Fatura,email Faktur,E-mail Recebido,e-mail potvrde,Quittung per Email
sales_employee,Dolgozó,Mitarbeiter,Werknemer,Empleado,Employee,Employé,員工,сотрудник,พนักงาน,Personel,Karyawan,Empregado,Radnik,Mitarbeiter
sales_error_editing_item,Termék módositási hiba,Fehler beim Ändern des Artikels,Fout bij bewerken,Error editando artículo,Error editing item,Érreur lors de l'édition,編輯產品錯誤,Ошибка редактирования товара,แก้ไขสินค้าล้มเหลว,Ürün düzenleme hatası,mengubah item salah,Erro editando item,Greška kod uređivanja artikla,Fehler beim Ändern des Artikels
sales_find_or_scan_item,Termék keresés/scan,Finde/Scanne Artikel,Zoek/Scan Product,Encontrar/Escanear Artículo,Find/Scan Item,Trouver/Scanner Item,查找/掃描商品,Найти/Сканировать Товара,ค้นหาสินค้า,Ürün Bul/Oku,Cari/Scan Item,Pesquisar Item,Pronađi/Skaniraj artikal,Finde/Scanne Artikel
sales_find_or_scan_item_or_receipt,Termék keresése,Finde/Scanne Artikel oder Quittung,Zoek/Scan Product of Ticket,Encontrar/Escanear Artículo o Entrada,Find/Scan Item OR Receipt,Trouver/Scanner Item OU Recu,查找/掃描產品或收貨單,Найти/Сканировать Товара ИЛИ Квитанция,ค้นหาสินค้า หรือ บิล,Ürün yada Fatura Bul/Oku,Cari/Scan Item ATAU Faktur,Produto ,Pronađi/Skaniraj artikal ili račun,Finde/Scanne Artikel oder Quittung
sales_giftcard,Ajándék utalvány,Gutschein,Cadeaubon,Tarjeta de Regalo,Gift Card,Carte Cadeau,禮金券,Подарочная карта,Gift Card,Hediye Çeki,Gift Card,Cupom,Poklon bon,Gutschein
sales_giftcard_balance,Ajándék utalvány egyenleg,Gutschein Restwert,Cadeaubon Resterend,Balance de Tarjeta de Regalo,Giftcard Balance,Giftcard Balance,Giftcard Balance,Giftcard Balance,Giftcard Balance,Giftcard Balance,Giftcard Balance,Balanço de Cartões presente,Saldo poklon bona,Gutschein Restwert
sales_giftcard_number,Ajándék utalvány sorszáma,Gutschein Nr.,Cadeaubon nummer,Número de Tarjeta de Regalo,Gift Card Number,Numéro de Carte cadeau,禮金券編號,Номер подарочных карт,เลขที่ Gift Card,Hediye Çeki No,Nomor Gift Card,Número cartão presente,Poklon bon br.,Gutschein Nr.
sales_id,Eladási s.szám,ID,Nummer Verkoop ,ID de Venta,Sale ID,ID Vente,銷售編號,Номер Продажы,เลขที่ขาย,Satış No,ID Penjualan,Venda ID,Prodaja br.,ID
sales_invoice,Számla,Rechnung,Factuur,tarjeta de Crédito,Invoice,Invoice,Invoice,Invoice,ใบแจ้งหนี้,Invoice,Invoice,Fatura,Faktura,Rechnung
sales_invoice_confirm,Ez a számla el lesz küldve ,Diese rechnung wird gesendet an,Deze factuur zal verstuurd worden naar,Esta factura sera enviada a,This invoice will be sent to,This invoice will be sent to,This invoice will be sent to,This invoice will be sent to,This invoice will be sent to,This invoice will be sent to,This invoice will be sent to,Esta fatura será enviada para,Poslati fakturu,Diese rechnung wird gesendet an
sales_invoice_enable,Számla elkészítése,Erzeuge Rechnung,Maak Factuur,Crear factura,Create Invoice,Create Invoice,Create Invoice,Create Invoice,ออกใบแจ้งหนี้,Create Invoice,Create Invoice,Criar Fatura,Napravi fakturu,Erzeuge Rechnung
sales_invoice_filter,Számlák,Rechnungen,Facturen,Facturas,Invoices,Invoices,Invoices,Invoices,ใบแจ้งหนี้,Invoices,Invoices,Faturas,Fakturirati,Rechnungen
sales_cash_filter,Készpénz,Bar,Contant,Efectivo,Cash,Cash,Cash,Cash,เงินสด,Cash,Cash,Dinheiro,Novčanice,Bar
sales_invoice_no_email,Ennek a vásárlónak nincs érvényes email címe,Dieser Kunde hat keine gültige Email Adresse,Er werd geen email adres gevonden voor deze klant,Este cliente no tiene un email válido,This customer does not have a valid email address,This customer does not have a valid email address,This customer does not have a valid email address,This customer does not have a valid email address,This customer does not have a valid email address,This customer does not have a valid email address,This customer does not have a valid email address,Este cliente não tem um endereço de e-mail válido,Kupac nema ispravan e-mail,Dieser Kunde hat keine gültige Email Adresse
sales_invoice_number,Számla #,Rechnungs-Nr.,Factuur #,Factura #,Invoice #,Invoice #,Invoice #,Invoice #,เลขใบแจ้งหนี้,Invoice #,Nomor Nota,Fatura nº,Faktura br.,Rechnungs-Nr.
sales_invoice_number_duplicate,Kérem adjon meg egyedi számla sorszámot,Bitte geben Sie eine eindeutige Rechnungsnummer ein,Vul een unieke nummer in,Por favor ingrese un número de factura único,Please enter an unique invoice number,Please enter an unique invoice number,Please enter an unique invoice number,Please enter an unique invoice number,Please enter an unique invoice number,Please enter an unique invoice number,Nomor Nota Double,Por favor insira um número de fatura única,Molim unesite jedinstven broj fakture,Bitte geben Sie eine eindeutige Rechnungsnummer ein
sales_invoice_sent,Szálma elküldve ,Rechnung gesendet an,Factuur verstuurd naar,Factura enviada a,Invoice sent to,Invoice sent to,Invoice sent to,Invoice sent to,Invoice sent to,Invoice sent to,Invoice sent to,Enviar Fatura para,Faktura poslana,Rechnung gesendet an
sales_invoice_unsent,Számla sikertelen küldése ,Rechnung nicht gesendet,Fout bij het versturen van factuur naar,Fallo el envio de la factura a,Invoice failed to be sent to,Invoice failed to be sent to,Invoice failed to be sent to,Invoice failed to be sent to,Invoice failed to be sent to,Invoice failed to be sent to,Invoice failed to be sent to,Fatura não devem ser enviados para,Faktura nije poslana,Rechnung nicht gesendet
sales_invoice_update,Újraszámol,Aktualisieren,Hernummer,Actualizar,Recount,Recount,Recount,Recount,คำนวณใหม่,Recount,Recount,Recontagem,Ponovno brojanje,Aktualisieren
sales_item_insufficient_of_stock,Termék elégtelen mennyiségú a raktárban.,Artikel hat Unterbestand,Product is niet meer in voorraad,Hay un número insuficiente de Artículos en existencia,Item is Insufficient of Stock,Stock top faible,產品庫存不足,Товар недостаточно на складе,จำนวนสินค้าไม่เพียงพอ,Ürün Stoğu Yetersiz,Stok Item tidak mencukupi,Item insuficiente no estoque,Artikla nema na zalihi,Artikel hat Unterbestand
sales_item_name,Termék neve,Artikelname,Naam,Nombre del Artículo,Item Name,Nom,產品名稱,Название товара,ชื่อสินค้า,Ürün Adı,Nama Item ,Produto,Naziv artikla,Artikelname
sales_item_number,Termék #,Artikel-Nr.,Product #,UPC/EAN/ISBN,Item #,# Item,產品 #,Номер товара,สินค้า #,Ürün No,Item #,Item nº,UPC/EAN/ISBN,Artikel-Nr.
sales_item_out_of_stock,Termék kifogyott,Artikel ist nicht am Lager,Product is niet meer in voorraad,El artículo está agotado,Item is Out of Stock,Stock épuisé,產品缺貨,Товар распродано,สินค้าจำหน่ายหมด,Ürün Stokta Yok,Item tidak ada stok,Item sem estoque,Stavka je rasprodana,Artikel ist nicht am Lager
sales_mode,Nyilv. mód,Verkaufstyp,Type Registratie,Modo,Register Mode,Mode d'Enregistrement,登記模式,режим журнала,รูปแบบการลงทะเบียน,Kayıt Modu,Jenis Transaksi,Registrar como,Mod registriranja,Verkaufstyp
sales_must_enter_numeric,Számot kell megadnia a megrendelt mennyiséghez,Eingabe muss eine Zahl sein,Het ontvangen bedrag moet een numerieke waarde zijn,Cantidad Recibida debe ser número,Must enter numeric value for amount tendered,Veuillez entrer une valeur numérique pour la somme,已收帳款必須輸入數值,числовое значение необходимое для предложенная сумма,จำนวนที่ถุกประมูลต้องใส่ข้อมุลที่เปนตัวเลข,Ödenen tutar sayı olmalıdır,Nilai yang dimasukkan harus angka numerik,Deve entrar valor numérico para montante da proposta apresentada,Morate unijeti numeričku vrijednost za količinu,Eingabe muss eine Zahl sein
sales_must_enter_numeric_giftcard,Vásárlási utalvány számát adja meg,Gutschein-Nr. muss eine Zahl sein,Er moet een geldige code worden ingevuld voor de cadeaubon,Número de Tarjeta de Regalo debe ser número,Must enter numeric value for giftcard number,Veuillez entrer une valeur numérique pour le numéro de carte,禮金券編號必須輸入數值,числовое значение необходимое для число подарочную карту,กิ๊ฟการ์ด ต้องใส่ตัวเลขเท่านั้น,Hediye çeki numarası için sayı girmelisiniz,Nomor Gift Card harus angka numerik,Deve entrar valor numérico para o número de cartão presente,Morate unijeti numeričku vrijednost za poklon bon,Gutschein-Nr. muss eine Zahl sein
sales_new_customer,Új vásárló,Neuer Kunde,Nieuwe klant,Cliente Nuevo,New Customer,Nouveau Client,新客戶,Новый клиент,ลูกค้าใหม่,Yeni Müşteri,Pelanggan Baru,Novo Cliente,Novi kupac,Neuer Kunde
sales_new_item,Új termék,Neuer Artikel,Nieuw Product,Artículo Nuevo,New Item,Nouvel Élément,新增產品,Новый Товар,สินค้าใหม่,Yeni Ürün,Item Baru,Novo Item,Nova stavka,Neuer Artikel
sales_no_description,Nincs leírás,nichts,Geen,Ninguno,None,None,None,None,None,None,None,Nenhum,Nema opisa,nichts
sales_no_filter,Mindegyik,Alle,Alle,Todos,All,All,All,All,All,All,All,Todos,Svi,Alle
sales_no_items_in_cart,Nincsenek termékek a kosárban,Warenkorb ist leer,Er zijn geen aankopen geselecteerd,No hay artículos en el carrito,There are no items in the cart,Il n'y a rien dans votre panier,購物車中沒有任何產品,Там нет товаров в корзине,ไม่พบสินค้าในตระกร้า,Sepette Ürün Yok,Tidak ada Item dalam Keranjang Belanja,Não há itens na cesta,Nema artikala u košari,Warenkorb ist leer
sales_no_sales_to_display,Nincsenek megjelenithető értékesitések,Keine Artikel zum Anzeigen,Er werden geen aankopen gevonden,No hay ventas que mostrar,No sales to display,No sales to display,No sales to display,No sales to display,No sales to display,No sales to display,No sales to display,Sem vendas para mostrar,Nema prodaje za prikaz,Keine Artikel zum Anzeigen
sales_one_or_multiple,értékesítés(ek),Verkäufe,aankopen verwijderd,venta(s),sale(s),,,,,,,venda(s),Prodaja(e),Verkäufe
sales_takings,Bevételek,Einnahmen,Overzicht,Resumen,Takings,Takings,Takings,Takings,ประวัติ,Takings,Takings,Vendas,Prodano,Einnahmen
sales_payment,Fizetés módja,Zahlungsart,Betaalmethode,Tipo de Pago,Payment Type,Type Paiement,付款方式,Вид оплаты,รูปแบบชำระเงิน,Ödeme Türü,Type Pembayaran,Forma de pagamento,Tip plaćanja,Zahlungsart
sales_payment_amount,Összeg,Betrag,Bedrag,Cantidad,Amount,Somme,Amount,количество,,Tutar,Amount,Conta,Iznos,Betrag
sales_payment_not_cover_total,Fizetés összege nem fedezi a teljes összeget,Betrag deckt Rechnungsbetrag nicht,Betaalde hoeveelheid is onvoldoende,La Cantidad Recibida no cubre el pago total,Payment Amount does not cover Total,Le Paiement ne couvre pas le Total,付款金額不足,оплачиваемая сумма недостаточно, ปริมาณการจ่ายที่ไม่เพียงพอกะยอดรวม,Ödemeler toplam tutarı karşılamıyor,Jumlah pembayaran tidak mencakup Total,Valor do pagamento não cobre total,Plaćeni iznos ne pokriva ukupni iznos,Betrag deckt Rechnungsbetrag nicht
sales_payment_type,Típus,Typ,Type,Tipo,Type,Type,Type,тип,ชำระโดย,Tür,Type,Tipo,Tip,Typ
sales_payments_total,Fizetve eddig:,Zahlung Total,Betaald bedrag,Pagado,Payments Total,Total Paiments,Payments Total,Payments Total,ยอดชำระแล้ว,Ödemeler Toplamı,Total Pembayaran,Total Pago,Ukupno plaćeno,Zahlung Total
sales_price,Ár,Preis,Prijs,Precio,Price,Prix,價格,цена,ราคา,Fiyat,Harga,Preço,Cijena,Preis
sales_print_after_sale,Nyomtatás eladás után,Drucke Bon nach Verkauf,Print Ticket,Imprimir recibo después de una venta,Print after sale,Imprimer un recu après vente,出貨時打印收據,Распечатать квитанцию ​​после продажи,พิมพ์บิลหลังการขาย,Satıştan sonra yazdır,Cetak Faktur setelah penjualan,Imprimir ao final,Štampaj poslije prodaje,Drucke Bon nach Verkauf
sales_quantity,Menny.,Menge,Aantal,Cant.,Qty.,Qté.,數量.,Кол-во.,จำนวน,Adet,Jumlah.,Qtde.,Količina,Menge
sales_quantity_less_than_zero,"Figyelem, a megadott mennyiség elégtelen! Tovább folytathatja az értékesitést, de ellenőrizze a készletet.","Warnung: Gewünschte Menge ist nicht verfügbar. Sie können den Verkauf fortsetzen, dennoch prüfen Sie bitte den Lagerbestand.","Waarschuwing, de gewenste hoeveelheid is onvoldoende. U kunt deze aankoop verwerken, maar kijk toch even de voorraad na.",Advertencia. La cantidad deseada es insuficiente. Puedes procesar la venta pero verifica el inventario.,"Warning, Desired Quantity is Insufficient. You can still process the sale, but check your inventory","Avertissement, Quantité Demandée Insuffisante. Vous pouvez accomplir la ventre, mais veuillez vérifier votre inventaire",警告！產品的庫存數量是不足的。您仍然可以處理銷售，但檢查您的庫存,"Внимание Желаемое количество является недостаточным. Вы все еще можете обрабатывать продажи, но проверить ваш инвентарь",คำเตือน ถ้าจำนวนของไม่เพียงพอกับความต้องการหรือไม่ตรงกับยอดในบันชี ก็สามารถทำการขายได้ แต่ต้องเชคปริมานสินค้าคงคลัง,"Dikkat, İstenen stok yetersiz. Satışa devam edebilirsiniz ama stoğunuzu kontrol ediniz","Peringatan!... Stok Inventori Kosong. Proses penjualan masih dapat dilanjutkan, Periksa Inventori.","Aviso, Quantidade desejado é insuficiente. Você ainda pode processar a venda  mas verifique seu inventário","Upozorenje! Željena količina je nedovoljna. Možete nastaviti prodaju, ali provjerite svoju zalihu.","Warnung: Gewünschte Menge ist nicht verfügbar. Sie können den Verkauf fortsetzen, dennoch prüfen Sie bitte den Lagerbestand."
sales_quantity_less_than_reorder_level,"Figyelem, a megadott mennyiség elégtelen!",Warnung: Gewünschte Menge ist nicht verfügbar.,"Waarschuwing, de gewenste hoeveelheid stock is overgeschreden.",Advertencia. La cantidad deseada es insuficiente,"Warning, Desired Quantity is below reorder level","Avertissement, Quantité Demandée Insuffisante",警告！產品的庫存數量是不足的。您仍然可以處理銷售，但檢查您的庫存,Внимание Желаемое количество является недостаточным.,คำเตือน ถ้าจำนวนของไม่เพียงพอกับความต้องการหรือไม่ตรงกับยอดในบันชี ก็สามารถทำการขายได้ แต่ต้องเชคปริมานสินค้าคงคลัง,"Dikkat, İstenen stok yetersiz.",Peringatan!... Stok Inventori Kosong.,"Aviso, quantidade desejada está abaixo do nível de reabastecimento",Upozorenje! Željena količina je ispod minimalne.,Warnung: Gewünschte Menge ist nicht verfügbar.
sales_receipt,Eladási nyugta,Quittung,Ticket #,Recibo de Venta,Sales Receipt,Recu de Ventes,銷貨單,товарный чек,บิลขาย,Satış Faturası,Faktur Penjualan,Vendas,Račun,Quittung
sales_receipt_number,Értékesítési #,Quittung Nr.,Ticket #,POS #,Sale #,# Caisse,POS #,POS #,จุดขาย#,,POS #,Venda nº,Račun br.,Quittung Nr.
sales_receipt_sent,Nyugta elküldve,Quittung gesendet an,Ticket verstuurd naar,Recibo enviada a,Receipt sent to,Receipt sent to,Receipt sent to,Receipt sent to,Receipt sent to,Receipt sent to,Receipt sent to,Enviar recibo para,Račun poslana,Quittung gesendet an
sales_receipt_unsent,Nyugta sikertelen küldése,Quittung nicht gesendet,Fout bij het versturen van ticket naar,Fallo el envio de la recibo a,Receipt failed to be sent to,Receipt failed to be sent to,Receipt failed to be sent to,Receipt failed to be sent to,Receipt failed to be sent to,Receipt failed to be sent to,Receipt failed to be sent to,Recibo não devem ser enviados para,Račun nije poslana,Quittung nicht gesendet
sales_register,Értékesitési nyilvántartás,Kasse,Kassa,Registro de Ventas,Sales Register,Registre des Ventes,銷售登記,Продажи журнала,ลงทะเบียนขาย,Satış Kaydı,Transaksi Penjualan,Registar Venda,Registracija prodaje,Kasse
sales_remove_customer,Vásárló eltávolítása,Entferne Kunde,Verwijder Klant,Borrar Cliente,Remove Customer,Enlever Client,移除客戶,Удалите клиентов,ลบลูกค้า,Müşteriyi Kaldır,Hapus Pelanggan,Remover Cliente,Ukloni kupca,Entferne Kunde
sales_return,Visszavétel,Retoure,Retour,Devolución,Return,Reprise,退貨,возвращать,คืน,İade,Retur,Devolução,Povrat,Retoure
sales_sale,Eladás,Verkauf,Verkoop,Venta,Sale,Vente,銷售,Продажа,ขาย,Satış,Penjualan,Venda,Prodaja,Verkauf
sales_sale_for_customer,Vevő:,Kunde:,Klant:,Cliente:,Customer:,Client:,客戶:,Клиент:,ลูกค้า:,Müşteri:,Pelanggan:,Cliente:,Kupac:,Kunde:
sales_sale_time,Idő,Zeit,Datum,Hora,Time,Time,Time,Time,เวลา,Saat,Waktu,Data,Vrijeme,Zeit
sales_select_customer,Vevő kiválasztása (opcionális),Wähle Kunde (optional),Selecteer Klant (Optioneel),Seleccionar Cliente (Opcional),Select Customer (Optional),Choisir Client (Facultatif),選擇客戶 (Optional),Выберите клиента (необязательно),เลือกลูกค้า (Optional),Müşteri Seç (İsteğe Bağlı),Pilih Pelanggan (Opsional),Selecionar Cliente (Opcional),Odaberi kupca(neobaveno),Wähle Kunde (optional)
sales_send_invoice,Számla küldése,Sende Rechnung,Vestuur Factuur,Enviar Factura,Send Invoice,Send Invoice,Send Invoice,Send Invoice,ส่งใบแจ้งหนี้,Send Invoice,Send Invoice,Enviar fatura,Pošalji fakturu,Sende Rechnung
sales_send_receipt,Nyugta küldése,Sende Quittung,Vestuur Ticket,Enviar Recibo,Send Receipt,Send Receipt,Send Receipt,Send Receipt,Send Receipt,Send Receipt,Send Receipt,Enviar recibo,Pošalji račun,Sende Quittung
sales_serial,Serial,Seriennummer,Nummer,Serial,Serial,Serie,序號,серийный номер,Serial,Seri,Serial,Serial,Serijski broj,Seriennummer
sales_show_invoice,számla,Rechnung,Factuur,Factura,Show Invoice,Show Invoice,Show Invoice,Show Invoice,ใบแจ้งหนี้,Show Invoice,Show Invoice,fatura,Pokaži fakturu,Rechnung
sales_show_receipt,nyugta,Quittung,Ticket,Recibo,Show Receipt,Show Receipt,Show Receipt,Show Receipt,ใบเสร็จ,Show Receipt,Show Receipt,recibo,Pokaži račun,Quittung
